train_type,coach_no,seat_no,service_class,is_window,is_aisle,is_table,is_forward_msk_spb,is_service,is_free_seating,is_small_pet,is_animal,is_mgn,is_unaccompanied_minor,is_mother_child
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,14,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,15,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,16,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,17,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,18,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,19,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,20,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,21,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,22,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,23,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,24,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,25,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,26,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,27,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,28,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,29,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,30,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,31,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,32,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,33,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,34,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,35,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,36,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,37,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,38,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,39,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,40,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,1,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,2,2С,0,1,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,3,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,4,2С,0,1,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,5,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,6,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,7,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,8,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,9,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,10,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,11,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,12,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,13,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,14,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,15,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,16,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,17,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,18,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,19,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,20,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,21,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,23,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,24,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,25,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,26,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,27,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,28,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,29,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,30,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,31,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,32,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,33,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,34,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,35,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,36,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,37,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,38,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,39,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,40,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,41,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,42,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,43,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,44,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,45,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,46,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,47,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,48,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,49,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,50,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,51,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,52,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,53,2С,1,0,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,54,2С,0,1,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,55,2С,1,0,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,6,56,2С,0,1,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,1,2С,1,0,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,2,2С,0,1,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,3,2С,1,0,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,4,2С,0,1,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,5,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,6,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,7,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,8,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,9,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,10,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,11,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,12,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,13,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,14,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,15,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,16,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,17,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,18,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,19,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,20,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,21,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,23,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,24,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,25,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,26,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,27,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,28,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,29,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,30,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,31,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,32,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,33,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,34,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,35,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,36,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,37,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,38,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,39,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,40,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,41,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,42,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,43,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,44,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,45,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,46,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,47,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,48,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,49,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,50,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,51,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,52,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,53,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,54,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,55,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,56,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,57,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,58,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,59,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,60,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,61,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,62,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,63,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,64,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,65,2С,1,0,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,7,66,2С,0,1,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,1,2С,1,0,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,2,2С,0,1,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,3,2С,1,0,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,4,2С,0,1,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,5,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,6,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,7,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,8,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,9,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,10,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,11,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,12,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,13,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,14,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,15,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,16,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,17,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,18,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,19,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,20,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,21,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,23,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,24,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,25,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,26,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,27,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,28,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,29,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,30,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,31,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,32,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,33,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,34,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,35,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,36,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,37,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,38,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,39,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,40,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,41,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,42,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,43,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,44,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,45,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,46,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,47,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,48,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,49,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,50,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,51,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,52,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,53,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,54,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,55,2С,1,0,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,56,2С,0,1,0,0,0,0,0,1,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,57,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,58,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,59,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,60,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,61,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,62,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,63,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,64,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,65,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,8,66,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,1,2С,1,0,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,2,2С,0,1,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,3,2С,1,0,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,4,2С,0,1,0,0,0,0,1,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,5,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,6,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,7,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,8,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,9,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,10,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,11,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,12,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,13,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,14,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,15,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,16,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,17,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,18,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,19,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,20,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,21,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,23,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,24,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,25,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,26,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,27,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,28,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,29,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,30,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,31,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,32,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,9,33,2С,1,0,0,1,0,0,0,0,0,0,0
