train_type,coach_no,seat_no,service_class,is_window,is_aisle,is_table,is_forward_msk_spb,is_service,is_free_seating,is_small_pet,is_animal,is_mgn,is_unaccompanied_minor,is_mother_child
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,23,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,24,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,25,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,26,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,27,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,28,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,29,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,30,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,31,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,32,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,33,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,34,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,35,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,36,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,37,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,38,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,39,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,40,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,41,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,42,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,43,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,44,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,45,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,46,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,47,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,48,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,49,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,50,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,51,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,52,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,53,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,54,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,55,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,56,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,57,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,58,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,59,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,60,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,61,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,62,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,63,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,64,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,65,2С,1,0,0,0,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,3,66,2С,0,1,0,0,1,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,1,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,2,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,3,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,4,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,5,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,6,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,7,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,8,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,9,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,10,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,11,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,12,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,13,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,14,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,15,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,16,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,17,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,18,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,19,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,20,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,21,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,22,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,23,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,24,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,25,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,26,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,27,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,28,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,29,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,30,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,31,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,32,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,33,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,34,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,35,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,36,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,37,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,38,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,39,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,40,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,41,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,42,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,43,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,44,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,45,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,46,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,47,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,48,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,49,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,50,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,51,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,52,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,53,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,54,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,55,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,56,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,57,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,58,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,59,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,60,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,61,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,62,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,63,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,64,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,65,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,4,66,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,1,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,2,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,3,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,4,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,5,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,6,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,7,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,8,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,9,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,10,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,11,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,12,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE4_DOUBLE_BUSINESS,5,13,2Е,1,0,0,0,0,0,0,0,0,0,0
