train_type,coach_no,seat_no,service_class,is_window,is_aisle,is_table,is_forward_msk_spb,is_service,is_free_seating,is_small_pet,is_animal,is_mgn
SAPSAN_TYPE2_UPDATED_FAMILY,6,29,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,30,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,31,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,32,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,33,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,34,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,35,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,36,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,37,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,38,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,39,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,40,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,41,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,42,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,43,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,44,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,45,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,46,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,47,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,48,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,49,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,50,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,51,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,52,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,53,2С,1,0,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,54,2С,0,1,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,6,55,2С,1,0,0,1,0,0,0,0,1
SAPSAN_TYPE2_UPDATED_FAMILY,6,56,2С,0,1,0,1,0,0,0,0,1
SAPSAN_TYPE2_UPDATED_FAMILY,7,1,2С,1,0,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,2,2С,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,3,2С,1,0,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,4,2С,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,5,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,6,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,7,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,8,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,9,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,10,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,11,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,12,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,13,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,14,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,15,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,16,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,17,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,18,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,19,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,20,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,21,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,22,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,23,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,24,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,25,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,26,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,27,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,28,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,29,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,30,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,31,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,32,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,33,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,34,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,35,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,36,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,37,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,38,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,39,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,40,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,41,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,42,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,43,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,44,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,45,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,46,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,47,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,48,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,49,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,50,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,51,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,52,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,53,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,54,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,55,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,56,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,57,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,58,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,59,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,60,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,61,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,62,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,63,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,64,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,65,2С,1,0,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,7,66,2С,0,1,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,1,2С,1,0,0,0,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,2,2С,0,1,0,0,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,3,2С,1,0,0,0,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,4,2С,0,1,0,0,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,5,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,6,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,7,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,8,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,9,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,10,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,11,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,12,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,13,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,14,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,15,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,16,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,17,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,18,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,19,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,20,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,21,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,22,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,23,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,24,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,25,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,26,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,27,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,28,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,29,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,30,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,31,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,32,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,33,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,34,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,35,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,36,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,37,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,38,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,39,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,40,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,41,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,42,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,43,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,44,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,45,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,46,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,47,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,48,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,49,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,50,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,51,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,52,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,53,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,54,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,55,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,56,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,57,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,58,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,59,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,60,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,61,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,62,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,63,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,64,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,65,2С,1,0,0,1,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,8,66,2С,0,1,0,1,0,0,0,1,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,1,2С,1,0,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,2,2С,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,3,2С,1,0,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,4,2С,0,1,0,0,0,0,1,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,5,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,6,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,7,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,8,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,9,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,10,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,11,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,12,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,13,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,14,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,15,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,16,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,17,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,18,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,19,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,20,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,21,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,22,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,23,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,24,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,25,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,26,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,27,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,28,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,29,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,30,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,31,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,32,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,33,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,34,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,35,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,36,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,37,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,38,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,39,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,40,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,41,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,42,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,43,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,44,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,45,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,46,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,47,2С,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,48,2С,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,49,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,50,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,51,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,52,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,53,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,54,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,55,2С,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,56,2С,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,57,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,58,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,59,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,60,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,61,2С,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,62,2С,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,63,2С,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,64,2С,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,65,2С,1,0,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,9,66,2С,0,1,0,1,1,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,1,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,2,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,3,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,4,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,5,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,6,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,7,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,8,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,9,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,10,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,11,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,12,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,13,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,14,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,15,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,16,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,17,2Ю,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,18,2Ю,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,19,2Ю,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,20,2Ю,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,21,2Ю,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,22,2Ю,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,23,2Ю,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,24,2Ю,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,25,2Ю,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,26,2Ю,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,27,2Ю,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,28,2Ю,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,29,2Ю,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,30,2Ю,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,31,2Ю,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,32,2Ю,0,1,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,33,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,34,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,35,2Ю,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,36,2Ю,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,37,2Ю,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,38,2Ю,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,39,2Ю,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,40,2Ю,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,41,2Ю,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,42,2Ю,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,43,2Ю,1,0,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,44,2Ю,0,1,1,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,45,2Я,1,0,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,46,2Я,0,1,1,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,47,2Я,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,48,2Я,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,49,2Ю,1,0,0,1,0,0,0,0,0
SAPSAN_TYPE2_UPDATED_FAMILY,10,50,2Ю,0,1,0,0,0,0,0,0,0
